id,coin,symbol,setup,side,open_ts,close_ts,entry_px,exit_px,qty,realized_pct,realized_usd,exit_reason,modeled_cost_usd,net_usd,max_path_gap_seconds,gap_flagged
11,6GmAFSYs4gk3FDao5FzzySQpPZaWsa4rUJHacpMpUNgx,REPLAY,dynamic_scalper,LONG,1789527629.1985993,1789561959.5519888,0.15181520235624396,0.1694566502143507,6.586955617616192,0.1162034340718392,0.1162034340718392,trail_stop,0.008464813736287357,0.10773862033555184,301.14008116722107,True
12,5dvXTZ5qwgafnHtwu3Ls3QrWx1U4LQsFeCuJgkk4QEC6,REPLAY,dynamic_scalper,LONG,1789563401.0044708,1789565564.3890557,0.010675953211969787,0.010945921891521587,74.71042928579567,0.02528754802420008,0.020169475943034317,trail_stop,0.006461518283782794,0.013707957659251523,240.27046179771423,False
13,PerPsCe2SJ7Q25CN4R5TTX4fmBdmknE2hQmqCt96fHL,REPLAY,dynamic_scalper,LONG,1789572412.557041,1789574575.673692,0.004018288750173817,0.0035906657421176467,248.86215555234637,-0.106419183548637,-0.106419183548637,stop_loss,0.007574323265805451,-0.11399350681444245,720.8794689178467,True
14,6GmAFSYs4gk3FDao5FzzySQpPZaWsa4rUJHacpMpUNgx,REPLAY,dynamic_scalper,LONG,1789570971.725455,1789586951.0765746,0.16278305452572386,0.16923866954504624,6.143145568275195,0.039657782796441055,0.039657782796441055,trail_stop,0.008158631131185765,0.03149915166525529,240.13820338249207,False
15,5dvXTZ5qwgafnHtwu3Ls3QrWx1U4LQsFeCuJgkk4QEC6,REPLAY,dynamic_scalper,LONG,1789567486.25248,1789588633.1563222,0.010758129222964562,0.012950958248607317,74.42097527363232,0.20382995781105606,0.16319247469666281,take_profit,0.007057813649928947,0.15613466104673387,2042.3484723567963,True
16,5dvXTZ5qwgafnHtwu3Ls3QrWx1U4LQsFeCuJgkk4QEC6,REPLAY,dynamic_scalper,LONG,1789588993.5392196,1789592838.6605058,0.013846503510249955,0.012374933873663176,26.36731574250447,-0.1062773454321837,-0.03880134124496615,stop_loss,0.002765555674895792,-0.04156689691986194,1321.8512756824493,True
17,PerPsCe2SJ7Q25CN4R5TTX4fmBdmknE2hQmqCt96fHL,REPLAY,dynamic_scalper,LONG,1789597044.6619906,1789601490.1695302,0.006035927868436843,0.00473422629566173,165.6746107303922,-0.21565890135665622,-0.21565890135665622,stop_loss,0.007137364394573375,-0.2227962657512296,4085.2077765464783,True
18,6GmAFSYs4gk3FDao5FzzySQpPZaWsa4rUJHacpMpUNgx,REPLAY,dynamic_scalper,LONG,1789588152.6581883,1789601970.6775775,0.16942515736715336,0.2049101110580062,5.90231117704053,0.20944323878628635,0.20944323878628632,take_profit,0.008837772955145144,0.20060546583114117,1203.3372106552124,True
19,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,REPLAY,dynamic_scalper,LONG,1789555950.7334564,1789623720.985131,0.2400844736723756,0.26543309817511723,4.165200625862301,0.10558210664356804,0.10558210664356804,trail_stop,0.00842232842657427,0.09715977821699377,2042.3179075717926,True
20,GkyPYa7NnCFbduLknCfBfP7p8564X1VZhwZYJ6CZpump,REPLAY,dynamic_scalper,LONG,1789619274.6601717,1789627691.3522801,0.0020495755261427553,0.0018388348412879247,487.90590404929964,-0.10282162436406472,-0.10282162436406472,stop_loss,0.0075887135025437405,-0.11041033786660846,7333.477464437485,True
21,PerPsCe2SJ7Q25CN4R5TTX4fmBdmknE2hQmqCt96fHL,REPLAY,dynamic_scalper,LONG,1789627932.0504289,1789628654.1133256,0.006378013218383886,0.005604497218679004,156.7886371131398,-0.1212785193789363,-0.12127851937893629,stop_loss,0.007514885922484255,-0.12879340530142053,601.2306704521179,True
22,6GmAFSYs4gk3FDao5FzzySQpPZaWsa4rUJHacpMpUNgx,REPLAY,dynamic_scalper,LONG,1789602090.988016,1789639593.6467984,0.20616927942361496,0.21334327259922886,4.85038315502527,0.034796615653263974,0.034796615653263974,trail_stop,0.008139186462613055,0.02665742919065092,242.4795458316803,False
