index,equity
0,24.0
1,24.0
2,23.9712
3,23.56897771217712
4,23.46524670110701
5,23.576691912265684
6,23.576691912265684
7,23.576691912265684
8,23.576691912265684
9,23.576691912265684
10,23.576691912265684
11,23.576691912265684
12,23.576691912265684
13,23.548399881970962
14,23.62708416066738
15,23.62708416066738
16,23.62708416066738
17,23.62708416066738
18,23.62708416066738
19,23.62708416066738
20,23.62708416066738
21,23.598731659674577
22,23.783390139437532
23,23.783390139437532
24,23.75485007127021
25,23.634764235345912
26,23.606402518263497
27,23.615970480755365
28,23.615970480755365
29,23.615970480755365
30,23.615970480755365
31,23.615970480755365
32,23.615970480755365
33,23.615970480755365
34,23.615970480755365
35,23.58763131617846
36,23.552870468988065
37,23.609547431007048
38,23.609547431007048
39,23.609547431007048
40,23.609547431007048
41,23.609547431007048
42,23.609547431007048
43,23.609547431007048
44,23.609547431007048
45,23.581215974089837
46,23.714947801805263
47,23.714947801805263
48,23.714947801805263
49,23.686489864443097
50,23.658890930058757
51,23.645091462866585
52,23.609442839286814
53,23.645546845283928
54,23.645546845283928
55,23.645546845283928
56,23.617172189069585
57,23.610916221828333
58,23.582583122362138
59,23.6228900957544
60,23.734410941166743
61,23.734410941166743
62,23.734410941166743
63,23.734410941166743
64,23.705929648037344
65,23.783042192813348
66,23.783042192813348
67,23.75450254218197
68,23.727341283294084
69,23.727306714419136
70,23.727306714419136
71,23.727306714419136
72,23.727306714419136
73,23.727306714419136
74,23.727306714419136
75,23.698833946361834
76,23.64922947376244
77,23.648242344757712
78,23.648242344757712
79,23.648242344757712
80,23.648242344757712
81,23.648242344757712
82,23.648242344757712
83,23.648242344757712
84,23.619864453944004
85,23.621131687590456
86,23.509615126702723
87,23.44245174344079
88,23.377822827471764
89,23.45654845052392
90,23.45654845052392
91,23.45654845052392
92,23.45654845052392
93,23.45654845052392
94,23.45654845052392
95,23.42840059238329
96,23.41159647202717
97,23.41159647202717
98,23.383502556260737
99,23.289159838580353
100,23.279332897122508
101,23.279332897122508
102,23.25139769764596
103,23.267167653443416
104,23.189542674356414
105,23.161715223147183
106,23.119596784018146
107,23.119596784018146
108,23.119596784018146
109,23.119596784018146
110,23.119596784018146
111,23.119596784018146
112,23.119596784018146
113,23.119596784018146
114,23.119596784018146
115,23.119596784018146
116,23.119596784018146
117,23.091853267877326
118,22.97781263128053
119,22.869969855368343
120,22.914832450147813
121,22.914832450147813
122,22.887334651207635
123,22.863270262235016
124,22.82147421822994
125,22.721417021975366
126,22.718661016164607
127,22.718661016164607
128,22.718661016164607
129,22.691398622945208
130,22.739853651457715
131,22.739853651457715
132,22.712565827075963
133,22.700753260931318
134,22.700753260931318
135,22.700753260931318
136,22.700753260931318
137,22.700753260931318
138,22.6735123570182
139,22.681367580034262
140,22.58448649616954
141,22.62682091141075
142,22.62682091141075
143,22.62682091141075
144,22.62682091141075
145,22.599668726317056
146,22.609207962213514
147,22.609207962213514
148,22.609207962213514
149,22.582076912658856
150,22.70435022173152
151,22.70435022173152
152,22.70435022173152
153,22.70435022173152
154,22.70435022173152
155,22.677105001465442
156,22.52808948505465
157,22.55144895186856
158,22.55144895186856
159,22.52438721312632
160,22.56249207200821
161,22.56249207200821
162,22.56249207200821
163,22.56249207200821
164,22.56249207200821
165,22.56249207200821
166,22.56249207200821
167,22.56249207200821
168,22.56249207200821
169,22.5354170815218
170,22.591913997751888
171,22.591913997751888
172,22.564803700954585
173,22.51044241326422
174,22.506818327418195
175,22.486064395806626
176,22.486064395806626
177,22.486064395806626
178,22.459081118531657
179,22.420404602372827
180,22.409526832203156
