index,equity
0,24.0
1,24.0
2,24.0
3,24.0
4,24.0
5,24.0
6,24.0
7,24.0
8,24.0
9,24.0
10,24.0
11,24.0
12,24.0
13,24.0
14,24.0
15,24.0
16,24.0
17,23.9712
18,23.87803569230769
19,23.904513969230766
20,23.998678567384616
21,23.998678567384616
22,23.969880153103755
23,23.975280595162857
24,24.175909963354258
25,24.175909963354258
26,24.175909963354258
27,24.175909963354258
28,24.175909963354258
29,24.175909963354258
30,24.175909963354258
31,24.175909963354258
32,24.146898871398232
33,24.100201989238474
34,24.04367418451877
35,24.071200767686626
36,23.943890320535292
37,23.932093213463354
38,24.03236862357483
39,23.974366180471133
40,23.492320656035638
41,23.464129871248396
42,23.532969159238743
43,23.40947883345453
44,23.62755749388197
45,23.770490977342845
46,23.678530096439708
47,23.683785003919887
48,23.720775348654367
49,23.720775348654367
50,23.720775348654367
51,23.720775348654367
52,23.720775348654367
53,23.720775348654367
54,23.720775348654367
55,23.720775348654367
56,23.720775348654367
57,23.720775348654367
58,23.720775348654367
59,23.720775348654367
60,23.720775348654367
61,23.720775348654367
62,23.720775348654367
63,23.720775348654367
64,23.720775348654367
65,23.720775348654367
66,23.720775348654367
67,23.692310418235984
68,23.675041761774352
69,23.583111561199203
70,23.647107170439362
71,23.590730086108746
72,23.619172579104372
73,23.54857424827594
74,23.57955624957475
75,23.53028978849304
76,23.504894705461233
77,23.53689251008131
78,23.515052738673955
79,23.332716042505567
80,23.240785841930418
81,23.246372760197413
82,23.259578203373955
83,23.26262561333777
84,23.23469102200278
85,23.200661610740156
86,23.05540173579821
87,23.126000066626638
88,23.428223902378235
89,23.428223902378235
90,23.428223902378235
91,23.428223902378235
92,23.428223902378235
93,23.428223902378235
94,23.428223902378235
95,23.428223902378235
96,23.428223902378235
97,23.428223902378235
98,23.428223902378235
99,23.428223902378235
100,23.428223902378235
101,23.428223902378235
102,23.400110033695384
103,23.49187845166506
104,23.49187845166506
105,23.49187845166506
106,23.49187845166506
107,23.49187845166506
108,23.49187845166506
109,23.49187845166506
110,23.49187845166506
111,23.49187845166506
112,23.49187845166506
113,23.49187845166506
114,23.49187845166506
115,23.49187845166506
116,23.49187845166506
117,23.49187845166506
118,23.49187845166506
119,23.463688197523062
120,23.499239683985746
121,23.499239683985746
122,23.499239683985746
123,23.471040596364965
124,23.58031790226569
125,23.548445354711312
126,23.347597713773403
127,23.39161218420564
128,23.382505742047243
129,23.37694069406156
130,23.43714439499761
131,23.47154650981821
132,23.376434780608314
133,23.34962136758638
134,23.211506994850737
135,23.28182896485167
136,23.268675215067322
137,23.249450503844045
138,23.317242906578755
139,23.212012908303983
140,23.240849975138897
141,23.163951130245792
142,23.04809694945289
143,23.03291954585557
144,22.98991690232982
145,23.07895767010078
146,23.07996949700727
147,23.12196031362653
148,23.201591091167153
149,23.201591091167153
150,23.201591091167153
151,23.201591091167153
152,23.201591091167153
153,23.201591091167153
154,23.201591091167153
155,23.201591091167153
156,23.201591091167153
157,23.201591091167153
158,23.201591091167153
159,23.201591091167153
160,23.201591091167153
161,23.201591091167153
162,23.201591091167153
163,23.201591091167153
164,23.17374918185775
165,23.112407473395514
166,23.051576945837127
167,23.062311744818018
168,22.989212875567183
169,23.030107347875344
170,23.126720538703367
171,23.136432975876556
172,23.127180601516834
173,23.127180601516834
174,23.127180601516834
175,23.127180601516834
176,23.127180601516834
177,23.127180601516834
178,23.127180601516834
179,23.127180601516834
180,23.127180601516834
181,23.099427984795014
182,23.10068423634623
183,23.072963415262613
184,23.126383305965973
185,23.126383305965973
186,23.126383305965973
