index,equity
0,24.0
1,24.0
2,24.0
3,24.0
4,24.0
5,24.0
6,24.0
7,24.0
8,24.0
9,23.9712
10,24.00144601644528
11,24.00144601644528
12,23.97264428122555
13,23.990815156914525
14,23.990815156914525
15,23.990815156914525
16,23.990815156914525
17,23.990815156914525
18,23.990815156914525
19,23.990815156914525
20,23.990815156914525
21,23.990815156914525
22,23.962026178726227
23,24.039902009983315
24,24.011054127571335
25,23.89929812241249
26,23.90093262412514
27,23.870535771379465
28,23.58044831070629
29,23.70591461381302
30,23.473571415137442
31,23.575496014472446
32,23.597330029887676
33,23.798969187077798
34,23.798969187077798
35,23.798969187077798
36,23.798969187077798
37,23.798969187077798
38,23.798969187077798
39,23.798969187077798
40,23.798969187077798
41,23.798969187077798
42,23.798969187077798
43,23.798969187077798
44,23.798969187077798
45,23.798969187077798
46,23.798969187077798
47,23.798969187077798
48,23.798969187077798
49,23.798969187077798
50,23.798969187077798
51,23.798969187077798
52,23.798969187077798
53,23.798969187077798
54,23.798969187077798
55,23.798969187077798
56,23.798969187077798
57,23.798969187077798
58,23.798969187077798
59,23.798969187077798
60,23.798969187077798
61,23.798969187077798
62,23.798969187077798
63,23.798969187077798
64,23.798969187077798
65,23.798969187077798
66,23.770410424053303
67,23.709086511191593
68,23.72882903310087
69,23.798042582956143
70,23.798042582956143
71,23.798042582956143
72,23.798042582956143
73,23.798042582956143
74,23.798042582956143
75,23.798042582956143
76,23.798042582956143
77,23.798042582956143
78,23.798042582956143
79,23.798042582956143
80,23.798042582956143
81,23.769484931856596
82,23.779172307526427
83,23.717398070731363
84,23.726809976003004
85,23.71388582315439
86,23.68195421283037
87,23.718634749172324
88,23.690172387473318
89,23.203146454539635
90,23.17530267879419
91,23.160965605940284
92,23.104914012240116
93,23.244174453681126
94,23.331322326557597
95,23.28138723151524
96,23.324945901172825
97,23.324945901172825
98,23.324945901172825
99,23.324945901172825
100,23.324945901172825
101,23.324945901172825
102,23.324945901172825
103,23.324945901172825
104,23.324945901172825
105,23.324945901172825
106,23.296955966091417
107,23.305090474311505
108,23.305090474311505
109,23.27712436574233
110,23.30230254923601
111,23.274339786176927
112,23.293491881964524
113,23.293491881964524
114,23.293491881964524
115,23.293491881964524
116,23.293491881964524
117,23.293491881964524
118,23.265539691706167
119,23.359113281350037
120,23.359113281350037
121,23.359113281350037
122,23.359113281350037
123,23.359113281350037
124,23.359113281350037
125,23.359113281350037
126,23.359113281350037
127,23.359113281350037
128,23.331082345412415
129,23.281154862695068
130,23.233926162827306
131,23.25862484515611
132,23.21315517339567
133,23.193299842430854
134,23.133974812290838
135,23.032722262880462
136,23.064890790596515
137,23.50622660539345
138,23.50622660539345
139,23.50622660539345
140,23.50622660539345
141,23.50622660539345
142,23.50622660539345
143,23.50622660539345
144,23.50622660539345
145,23.50622660539345
146,23.50622660539345
147,23.50622660539345
148,23.50622660539345
149,23.50622660539345
150,23.47801913346698
151,23.54396218961502
152,23.54396218961502
153,23.54396218961502
154,23.54396218961502
155,23.54396218961502
156,23.54396218961502
157,23.54396218961502
158,23.51570943498748
159,23.51621013083018
160,23.530479962347147
161,23.50224338639233
162,23.524855267625156
163,23.50692955091342
164,23.46457208325193
165,23.454198825865443
166,23.414343679064732
167,23.430358532573692
168,23.315774985521642
169,23.296757346979753
170,23.296939333951443
171,23.279832558612323
172,23.192478812199802
173,23.287157534222956
174,23.274825460066655
175,23.246895669514576
176,23.26130109821636
177,23.27340070747248
178,23.278939428408975
179,23.27443266864542
180,23.27443266864542
181,23.27443266864542
182,23.24650334944305
183,23.160222938106717
