ts,gross_marked_equity_usd,net_marked_equity_usd,paid_costs_usd,estimated_open_liquidation_cost_usd,open_positions,closed_trades,max_open_mark_age_seconds,buy_hold_gross_usd,buy_hold_net_liquidation_usd
1789515553.21423,10.121684695299178,10.101270741334078,0.020413953965099846,0.012072784816096862,3,1,120.16697931289673,10.312796326421683,10.231545141115996
1789515673.4934418,10.103737944497999,10.083323990532898,0.020413953965099846,0.012000997812892149,3,1,240.446191072464,10.262723995198943,10.181673099218147
1789515793.6154482,10.106390953111607,10.085976999146506,0.020413953965099846,0.012011609847346578,3,1,360.5681974887848,10.27270309479663,10.191612282417443
1789515915.8212745,10.100189684434552,10.079775730469452,0.020413953965099846,0.011986804772638361,3,1,482.774023771286,10.262645275388923,10.181594694287368
1789516034.2631567,10.141574431638478,10.121160477673378,0.020413953965099846,0.012152343761454062,3,1,0.0,10.368191046285068,10.286718282099928
1789516154.062376,10.13728580856947,10.11687185460437,0.020413953965099846,0.012135189269178032,3,1,119.7992193698883,10.35728413751802,10.275855000967947
1789516274.1882062,10.135181791167852,10.114767837202752,0.020413953965099846,0.012126773199571561,3,1,239.92504954338074,10.35192525380828,10.270517552793047
1789516395.0236845,10.13875115347394,10.11833719950884,0.020413953965099846,0.012141050648795912,3,1,360.7605278491974,10.361015726528816,10.2795716636227
1789516514.454804,10.116500569174814,10.096086615209714,0.020413953965099846,0.012052048311599403,3,1,119.43111944198608,10.301165848599737,10.219961185205339
1789516635.6672788,10.105718252022799,10.085304298057698,0.020413953965099846,0.012008919042991343,3,1,121.21247482299805,10.273729981271355,10.19263506134627
1789516755.093449,10.105804915059569,10.085390961094468,0.020413953965099846,0.012009265695138424,3,1,0.0,10.273628385675408,10.192533872132707
1789516875.2793176,10.113334785257313,10.092920831292213,0.020413953965099846,0.012039385175929406,3,1,0.0,10.292859898361694,10.211688458768247
1789517115.0794356,10.114394831538611,10.093980877573511,0.020413953965099846,0.0120436253610546,3,1,0.0,10.293563374045094,10.212389120548913
1789517236.071033,10.116113865447092,10.095699911481992,0.020413953965099846,0.012050501496688518,3,1,120.99159741401672,10.299372489055502,10.21817499909928
1789517355.7879727,10.120087141003422,10.099673187038322,0.020413953965099846,0.01206639459891384,3,1,240.7085371017456,10.309467363066503,10.228229493614236
1789517476.67766,10.100536935351174,10.080122981386074,0.020413953965099846,0.01198819377630485,3,1,0.0,10.2584092730756,10.177375635983298
1789517596.2411602,10.107136188678314,10.086722234713214,0.020413953965099846,0.012014590789613411,3,1,0.0,10.275286078124454,10.194184933811956
1789517716.2335196,10.094282972696888,10.073869018731788,0.020413953965099846,0.011963177925687699,3,1,119.99235939979553,10.242546693747336,10.161576506972347
1789517837.0221963,10.096100991647463,10.075687037682362,0.020413953965099846,0.011970450001490001,3,1,0.0,10.245993835742008,10.165009860399039
1789517958.5661843,10.09107475930189,10.07066080533679,0.020413953965099846,0.01195034507210771,3,1,0.0,10.234295739788609,10.153358556829454
1789518080.8554015,10.094651144147285,10.074237190182185,0.020413953965099846,0.011964650611489288,3,1,122.28921723365784,10.243401373833489,10.162427768338155
1789518199.7555351,10.102339208669967,10.081925254704867,0.020413953965099846,0.011995402869580021,3,1,241.18935084342957,10.262997628164626,10.181945637651967
1789518378.4351883,10.083140513427903,10.062726559462803,0.020413953965099846,0.011918608088611763,3,1,419.8690040111542,10.21406920484775,10.133212928028358
1789518498.3077922,10.092740573352126,10.072326619387026,0.020413953965099846,0.011957008328308654,3,1,539.7416079044342,10.23853501939808,10.157580879320488
1789518618.2451177,10.079673019817596,10.059259065852496,0.020413953965099846,0.011904738114170537,3,1,0.0,10.203569483675903,10.1227552057412
1789518737.878684,10.087840122097512,10.067426168132412,0.020413953965099846,0.011937406523290197,3,1,0.0,10.225242639897656,10.144341669338067
1789518857.7191002,10.085807926081587,10.065393972116487,0.020413953965099846,0.011929277739226503,3,1,0.0,10.219774190057015,10.138895093296787
1789518977.9162319,10.071900585250043,10.051486631284943,0.020413953965099846,0.011873648375900327,3,1,0.0,10.183307670100602,10.102574439420199
1789519098.0167413,10.057389287513686,10.036975333548586,0.020413953965099846,0.011815603184954898,3,1,0.0,10.14345032224712,10.062876520958131
1789519218.5681741,10.046155626701719,10.025741672736618,0.020413953965099846,0.011770668541707024,3,1,0.0,10.11329115994956,10.03283799530976
1789519338.2821252,10.04991021603922,10.02949626207412,0.020413953965099846,0.011785686899057035,3,1,0.0,10.123140859588654,10.042648296150299
1789519458.5641274,10.038725680652647,10.018311726687546,0.020413953965099846,0.011740948757510741,3,1,0.0,10.09482898005181,10.014449664131602
1789519578.851663,10.038048690623897,10.017634736658797,0.020413953965099846,0.011738240797395744,3,1,0.0,10.092718736419132,10.012347861473454
1789519698.7367752,10.05198254024968,10.03156858628458,0.020413953965099846,0.011793976195898873,3,1,0.0,10.130575725214642,10.050053422313784
1789519818.987372,10.030414598612275,10.010000644647175,0.020413953965099846,0.011707704429349253,3,1,0.0,10.074125933248286,9.993829429515293
1789519939.078115,10.002616880210875,9.982202926245774,0.020413953965099846,0.01159651355574365,3,1,0.0,10.00108693338253,9.921082585649
1789520059.6275356,10.003158283986565,9.982744330021465,0.020413953965099846,0.011598679170846414,3,1,0.0,10.002357432195726,9.922348002466943
1789520179.3628993,10.009760615500602,9.989346661535501,0.020413953965099846,0.011625088496902553,3,1,119.73536372184753,10.019726002407825,9.939647098398193
1789520299.6593482,9.979820414941187,9.95583137229323,0.023989042647957086,0.007930239011807663,2,2,0.0,9.941838832214508,9.86207147688565
1789520419.842092,9.983470536249262,9.959481493601306,0.023989042647957086,0.007944839497039965,2,2,0.0,9.951481863659561,9.871675936204923
1789520539.823406,9.971158870123505,9.947169827475548,0.023989042647957086,0.007895592832536939,2,2,0.0,9.937899206445843,9.85814760962006
1789520659.9515786,9.959346363204714,9.935357320556758,0.023989042647957086,0.007848342804861776,2,2,0.0,9.880644469225686,9.801121891348783
1789520780.1160417,9.95559798863545,9.931608945987493,0.023989042647957086,0.007833349306584718,2,2,0.0,9.78891259642002,9.709756946034341
1789520900.316625,9.956742113437478,9.932753070789522,0.023989042647957086,0.00783792580579283,2,2,0.0,9.781794422314652,9.702667244625394
1789521020.5705464,9.942822337046755,9.918833294398798,0.023989042647957086,0.007782246700229935,2,2,120.25392127037048,9.770987938145126,9.691903986392546
1789521140.5311825,9.940091080438654,9.916102037790697,0.023989042647957086,0.00777132167379753,2,2,240.2145574092865,9.725357702428832,9.646456271619117
1789521260.8744926,9.941475519877212,9.917486477229255,0.023989042647957086,0.007776859431551764,2,2,0.0,9.692934209862162,9.614162473022715
1789521380.9204395,9.948748501481358,9.924759458833401,0.023989042647957086,0.007805951357968349,2,2,0.0,9.672979585232087,9.594287666891159
1789521501.1496782,9.952354690326535,9.928365647678579,0.023989042647957086,0.00782037611334906,2,2,0.0,9.797983282722743,9.718791349591852
1789521621.1858916,9.95433984995527,9.930350807307313,0.023989042647957086,0.007828316751863998,2,2,0.0,9.82644778094582,9.747141989822037
1789521741.4575672,9.949405814472419,9.921416771824461,0.027989042647957086,0.011808580609932591,3,2,0.0,9.809535043845347,9.730296903669966
1789521861.9662101,9.957389584960513,9.929400542312555,0.027989042647957086,0.011840515691884967,3,2,120.50864291191101,9.77121083597128,9.692125992627394
1789521982.058856,9.948022202168476,9.920033159520518,0.027989042647957086,0.011803046160716821,3,2,240.6012887954712,9.760062046328168,9.681021798142854
1789522102.359557,9.952475590493208,9.92448654784525,0.027989042647957086,0.011820859714015745,3,2,360.90198969841003,9.724840840927287,9.645941477563579
1789522222.1199129,9.955465961753363,9.927476919105406,0.027989042647957086,0.011832821199056369,3,2,480.6623456478119,9.732461887516482,9.653532039966416
1789522342.2161458,9.956496715005983,9.928507672358025,0.027989042647957086,0.01183694421206685,3,2,600.7585785388947,9.721391715493896,9.64250614863192
1789522462.0645015,9.913187372460758,9.8851983298128,0.027989042647957086,0.011663706841885946,3,2,720.6069343090057,9.610180820214966,9.531740096934106
1789522582.330998,9.900836190382874,9.872847147734916,0.027989042647957086,0.01161430211357441,3,2,840.8734307289124,9.56458721301095,9.486328864158907
1789522702.4504468,9.905864487443187,9.87787544479523,0.027989042647957086,0.011634415301815661,3,2,960.9928796291351,9.571352162780679,9.493066754129556
1789522822.6466677,9.894961943644345,9.863378986346545,0.031582957297799676,0.007996890476777705,2,3,1081.1891005039215,9.544382622725214,9.466205092234313
1789522943.1007447,9.89893494985615,9.86735199255835,0.031582957297799676,0.008012782501624923,2,3,1201.6431775093079,9.568880012672002,9.490604492621314
1789523063.3352354,9.89790009261687,9.86631713531907,0.031582957297799676,0.008008643072667807,2,3,1321.8776681423187,9.523794065936773,9.445698889673025
1789523183.2156699,9.901732813597812,9.866149856300012,0.03558295729779967,0.012023973956591575,3,3,1441.7581026554108,9.632531453148097,9.554001327335504
1789523303.6469069,9.899848986039684,9.864266028741884,0.03558295729779967,0.012016438646359064,3,3,1562.1893396377563,9.619416262681305,9.54093859763058
1789523423.7363298,9.892916861387533,9.857333904089733,0.03558295729779967,0.011988710147750463,3,3,1682.2787625789642,9.613932862896565,9.53547713144498
1789523543.5926385,9.892510943597733,9.856927986299933,0.03558295729779967,0.011987086476591257,3,3,1802.1350712776184,9.61620244806398,9.537737638271723
1789523663.6843395,9.896949798158184,9.861366840860384,0.03558295729779967,0.012004841894833066,3,3,1922.2267723083496,9.656322403091044,9.57769711347868
1789523783.9338255,9.860544933494332,9.824961976196532,0.03558295729779967,0.011859222436177657,3,3,2042.476258277893,9.549158272471637,9.47096163938175
1789523904.5305927,9.84348285404706,9.80789989674926,0.03558295729779967,0.011790974118388567,3,3,2163.0730254650116,9.506567402388384,9.42854113277883
1789524024.172545,9.812243070883671,9.776660113585871,0.03558295729779967,0.011666014985735015,3,3,2282.7149777412415,9.423634340235969,9.345939802875025
1789524144.3772037,9.815229952766833,9.779646995469033,0.03558295729779967,0.011677962513267663,3,3,2402.919636487961,9.444580181003856,9.36680186027984
1789524264.4808445,9.82886415946228,9.79328120216448,0.03558295729779967,0.011732499340049447,3,3,2523.023277282715,9.492635459308365,9.414664917471132
1789524384.6841176,9.833878793241812,9.798295835944012,0.03558295729779967,0.011752557875167576,3,3,2643.2265503406525,9.4864908288005,9.408544865485299
1789524504.9219775,9.84705017293246,9.81146721563466,0.03558295729779967,0.011805243393930173,3,3,2763.464410305023,9.510776175804438,9.43273307110122
1789524624.932907,9.955717730480382,9.920134773182582,0.03558295729779967,0.012239913624121858,3,3,2883.4753398895264,9.774016442079983,9.694920376311662
1789524745.0046508,9.94509791481506,9.90951495751726,0.03558295729779967,0.012197434361460565,3,3,3003.5470836162567,9.768608605504097,9.68953417108208
1789524865.1672451,9.968331383295716,9.932748425997916,0.03558295729779967,0.012290368235383193,3,3,3123.7096779346466,9.816965264601194,9.73769740354279
1789524985.338297,9.95326163295886,9.91767867566106,0.03558295729779967,0.012230089234035764,3,3,3243.880729675293,9.813571290856459,9.734317005693033
1789525105.4537203,9.988957693684192,9.953374736386392,0.03558295729779967,0.012372873476937093,3,3,3363.996153116226,9.901366536621502,9.821761070475016
1789525225.682786,10.031598283218983,9.996015325921183,0.03558295729779967,0.012543435835076264,3,3,3484.225218772888,10.008634488497304,9.928599950543315
1789525345.7687478,10.072711156001594,10.037128198703794,0.03558295729779967,0.0127078873262067,3,3,3604.3111805915833,10.102460804658916,10.02205096144028
1789525465.930143,10.095169552976266,10.059586595678466,0.03558295729779967,0.012797720914105392,3,3,3724.472575902939,10.140712559011133,10.06014970877509
1789525586.1237524,10.046735084628892,10.006675857336418,0.040059227292474776,0.008127713046040798,2,4,3844.6661851406097,10.045034280330304,9.964854143208983
1789525706.3978744,10.04632231875056,10.006263091458086,0.040059227292474776,0.008126061982527466,2,4,3964.9403071403503,9.991250194182825,9.911285193406094
1789525826.5469084,10.043716886340842,10.003657659048368,0.040059227292474776,0.008115640252888592,2,4,4085.0893411636353,9.991691309625084,9.911724544386583
1789525946.7735665,10.046701628316402,10.006642401023928,0.040059227292474776,0.008127579220790836,2,4,4205.3159992694855,9.928630271687988,9.848915750601236
1789526066.6667013,10.046701628316402,10.006642401023928,0.040059227292474776,0.008127579220790836,2,4,4325.209134101868,10.020783318488634,9.94070018521468
1789526186.8022969,10.046701628316402,10.006642401023928,0.040059227292474776,0.008127579220790836,2,4,4445.3447296619415,9.999714883130693,9.91971602359817
1789526307.0141382,10.046701628316402,10.006642401023928,0.040059227292474776,0.008127579220790836,2,4,4565.556571006775,9.973026620491003,9.89313451400904
1789526427.1058097,10.040437841991675,10.000378614699201,0.040059227292474776,0.008102524075491929,2,4,4685.648242473602,9.931409300387593,9.851683663186042
1789526547.5539875,10.040266043395253,10.000206816102779,0.040059227292474776,0.008101836881106238,2,4,4806.096420288086,9.961243782743766,9.881398807612792
1789526667.3380744,10.039002583302427,9.998943356009953,0.040059227292474776,0.008096783040734934,2,4,4925.880507230759,9.883256474454832,9.803723448557013
1789526787.7379832,10.041186351625305,10.00112712433283,0.040059227292474776,0.008105518114026444,2,4,5046.28041601181,9.851700357345214,9.772293555915834
1789526907.6742835,10.041186351625305,10.00112712433283,0.040059227292474776,0.008105518114026444,2,4,5166.21671628952,9.872999525982229,9.7935075278783
1789527027.828075,10.041186351625305,10.00112712433283,0.040059227292474776,0.008105518114026444,2,4,5286.370507717133,9.862456180552085,9.783006355829876
1789527147.924045,10.041186351625305,10.00112712433283,0.040059227292474776,0.008105518114026444,2,4,5406.466477870941,9.85681919488273,9.777391918103199
1789527268.105528,10.041186351625305,10.00112712433283,0.040059227292474776,0.008105518114026444,2,4,5526.64796090126,9.854858254332964,9.775438821315632
1789527388.3280604,10.041186351625305,10.00112712433283,0.040059227292474776,0.008105518114026444,2,4,5646.870493173599,9.820408695808302,9.741127061025068
1789527508.7574632,10.036644082918226,9.996584855625752,0.040059227292474776,0.008087349039198133,2,4,5767.299896001816,9.793020922888532,9.713848839196977
1789527629.1985993,10.029637001040165,9.98557777374769,0.04405922729247477,0.01205932071168589,3,4,5887.741032123566,9.805448119621863,9.726226327143376
1789527748.75791,10.04278550044564,9.998726273153165,0.04405922729247477,0.012111914709307791,3,4,6007.300342798233,9.836195316398738,9.756850535133143
1789527868.92434,10.047504847000605,10.00344561970813,0.04405922729247477,0.012130792095527643,3,4,6127.4667727947235,9.847215021024763,9.767826160940663
1789527989.0308728,10.051463983809606,10.007404756517131,0.04405922729247477,0.012146628642763654,3,4,6247.573305606842,9.653706831572753,9.575092004246462
1789528109.0881028,10.049609680574106,10.00555045328163,0.04405922729247477,0.012139211429821653,3,4,6367.63053560257,9.644244582246259,9.565667603917273
1789528229.309282,10.055337647306027,10.011278420013552,0.04405922729247477,0.012162123296749332,3,4,6487.851714849472,9.660275167120862,9.581634066452379
1789528349.5120354,10.05636660062279,10.012307373330314,0.04405922729247477,0.012166239110016389,3,4,6608.054468154907,9.634526647692287,9.555988541101517
1789528470.0765967,10.05476924423795,10.010710016945474,0.04405922729247477,0.012159849684477024,3,4,6728.619029521942,9.67311621723039,9.594423752361468
1789528589.8436568,10.057861679672136,10.013802452379661,0.04405922729247477,0.012172219426213772,3,4,6848.38608956337,9.680150361744118,9.601429760297142
1789528710.295447,10.069137993137979,10.025078765845503,0.04405922729247477,0.01221732468007714,3,4,6968.837879896164,9.676263332204151,9.597558278875335
1789528830.397693,10.075704311280223,10.031645083987748,0.04405922729247477,0.01224358995264612,3,4,7088.940125703812,9.693555656616082,9.614781433989618
1789528950.1267765,10.078866630430369,10.034807403137894,0.04405922729247477,0.012256239229246702,3,4,7208.669209241867,9.679693726455247,9.600974951549425
1789529070.3550584,10.07886113077284,10.034801903480364,0.04405922729247477,0.012256217230616586,3,4,7328.89749121666,9.656139181081862,9.577514624357535
1789529190.5607107,10.070443907286732,10.026384679994257,0.04405922729247477,0.012222548336672159,3,4,7449.103143453598,9.625793319180106,9.547290145903386
1789529311.2433052,10.06172764946527,10.017668422172795,0.04405922729247477,0.012187683305386308,3,4,7569.785737991333,9.596913286387604,9.518525633242053
1789529430.9527862,10.05662312501178,10.012563897719305,0.04405922729247477,0.012167265207572346,3,4,7689.495218992233,9.549853311898163,9.47165389865057
1789529551.2437122,10.0599100383412,10.015850811048725,0.04405922729247477,0.012180412860890033,3,4,7809.7861449718475,9.643912993383983,9.565337341410448
1789529671.1890502,10.052445954691773,10.004386727399298,0.04805922729247478,0.01615055652629232,4,4,7929.7314829826355,9.603730627264845,9.525315704755785
1789529791.3827522,10.05105937180443,10.003000144511955,0.04805922729247478,0.016145010194742945,4,4,8049.925184965134,9.5996456468768,9.521247064289293
1789529911.4845414,10.049107930075289,10.001048702782814,0.04805922729247478,0.016137204427826384,4,4,8170.026974201202,9.595231005759208,9.516850081736171
1789530031.6930912,10.048870194899827,10.000810967607352,0.04805922729247478,0.016136253487124535,4,4,8290.235523939133,9.593610924238437,9.515236480541484
1789530151.8657217,10.059957471206104,10.01189824391363,0.04805922729247478,0.016180602592349644,4,4,8410.40815448761,9.61706706890388,9.538598800628264
1789530272.0387518,10.034294938712668,9.986235711420193,0.04805922729247478,0.0160779524623759,4,4,8530.581184625626,9.560478489533253,9.48223657557512
1789530392.1460972,10.02722436009951,9.979165132807035,0.04805922729247478,0.016049670147923262,4,4,8650.688529968262,9.539869530664777,9.461710052542118
1789530512.2879167,10.030743659162008,9.982684431869533,0.04805922729247478,0.01606374734417326,4,4,8770.830349445343,9.544460080013732,9.466282239693676
1789530632.8043954,10.038637461132257,9.990578233839782,0.04805922729247478,0.01609532255205425,4,4,8891.346828222275,9.562184698596226,9.483935959801842
1789530752.9301727,10.026679578491343,9.978620351198868,0.04805922729247478,0.0160474910214906,4,4,9011.472605466843,9.538237018692385,9.460084070617615
1789530872.8125672,10.025444808859943,9.977385581567468,0.04805922729247478,0.016042551942965,4,4,9131.355000019073,9.536681432393632,9.458534706664057
1789530992.9154754,10.020941382133712,9.972882154841237,0.04805922729247478,0.016024538236060076,4,4,9251.457908153534,9.526577730001682,9.448471419081676
1789531113.196169,10.029384394517331,9.981325167224856,0.04805922729247478,0.01605831028559455,4,4,9371.73860168457,9.544424882003742,9.466247182475728
1789531233.530732,10.006308640353986,9.95824941306151,0.04805922729247478,0.01596600726894117,4,4,9492.073164701462,9.493429590466603,9.415455872104737
1789531353.5814438,9.997272585730428,9.949213358437953,0.04805922729247478,0.015929863050446944,4,4,9612.123876571655,9.472023625546935,9.394135531044748
1789531473.550131,10.020740591831691,9.972681364539216,0.04805922729247478,0.016023735074851993,4,4,9732.092563867569,9.526502420112351,9.4483964104319
1789531593.6320796,10.023254757431323,9.975195530138848,0.04805922729247478,0.016033791737250516,4,4,9852.174512386322,9.536354410212713,9.458208992571862
1789531713.8020952,9.994568145342793,9.946508918050318,0.04805922729247478,0.0159190452888964,4,4,9972.344527959824,9.480206389650306,9.402285564091704
1789531833.92221,10.006961355984023,9.958902128691548,0.04805922729247478,0.015968618131461318,4,4,10092.464642763138,9.510554075563054,9.432511859260801
1789531954.0623384,10.019406540719432,9.971347313426957,0.04805922729247478,0.016018398870402954,4,4,10212.604771137238,9.531720231250429,9.453593350325427
1789532074.3872046,10.01359707653829,9.965537849245814,0.04805922729247478,0.01599516101367839,4,4,10332.929637432098,9.517730607760374,9.439659685329332
1789532194.4043694,10.008632086169182,9.960572858876708,0.04805922729247478,0.015975301052201955,4,4,10452.946802139282,9.506359782294263,9.428334343165085
1789532314.5967817,9.98135568384733,9.933296456554855,0.04805922729247478,0.015866195442914545,4,4,10573.139214515686,9.446089961019121,9.368305601175045
1789532434.9557638,9.992031057277027,9.943971829984552,0.04805922729247478,0.015908896936633336,4,4,10693.498196601868,9.469538499493366,9.391660345495392
1789532554.8967872,9.95338787453792,9.901751902803758,0.051635971734162754,0.012177579763988927,3,5,10813.43921995163,9.384426311324633,9.306888606079335
1789532675.1078665,9.964239830786385,9.912603859052222,0.051635971734162754,0.012220987588982787,3,5,10933.650299310684,9.363711931592942,9.28625708386657
1789532795.199344,9.953067421856419,9.901431450122256,0.051635971734162754,0.01217629795326292,3,5,11053.741776704788,9.328395058576467,9.251081478342162
1789532915.5528734,9.97053660649947,9.918900634765308,0.051635971734162754,0.012246174691835128,3,5,0.0,9.351718828616596,9.27431195330213
1789533035.932575,9.967472996773925,9.915837025039762,0.051635971734162754,0.012233920252932948,3,5,120.37970161437988,9.360592182540067,9.283149813809906
1789533155.726859,9.985195387180068,9.933559415445906,0.051635971734162754,0.01230480981455752,3,5,240.1739857196808,9.439059653348425,9.361303414735032
1789533275.7256594,9.984237022678345,9.932601050944182,0.051635971734162754,0.012300976356550624,3,5,360.17278599739075,9.434992424493236,9.357252454795264
1789533395.8414717,9.987486634317246,9.935850662583084,0.051635971734162754,0.012313974803106231,3,5,480.2885982990265,9.45213749108047,9.374328941116147
1789533515.903959,9.98843326865644,9.936797296922277,0.051635971734162754,0.012317761340463012,3,5,600.3510856628418,9.454750826404872,9.376931823099254
1789533635.9693427,9.988998000375586,9.937362028641424,0.051635971734162754,0.01232002026733959,3,5,720.416469335556,9.459297097157881,9.38145990876925
1789533756.2130215,9.994733794116392,9.94309782238223,0.051635971734162754,0.01234296344230282,3,5,840.6601481437683,9.473170026292184,9.395277346187015
1789533876.3195236,9.997538615968114,9.945902644233952,0.051635971734162754,0.01235418272970971,3,5,960.7666501998901,9.490447307507178,9.41248551827715
1789533996.4699419,9.98900867683831,9.937372705104147,0.051635971734162754,0.012320062973190488,3,5,1080.9170684814453,9.468079628447569,9.390207309933778
1789534117.001725,9.993102651177535,9.941466679443373,0.051635971734162754,0.012336438870547395,3,5,1201.4488515853882,9.477884733941806,9.399973195006039
1789534237.0696638,9.98878524848621,9.937149276752047,0.051635971734162754,0.012319169259782083,3,5,1321.5167903900146,9.467071274920718,9.389202989821035
1789534357.3053586,9.984384878950648,9.932748907216485,0.051635971734162754,0.01230156778163984,3,5,1441.7524852752686,9.393386047128383,9.315812502939869
1789534477.7808328,9.979510202130083,9.92787423039592,0.051635971734162754,0.012282069074357579,3,5,1562.227959394455,9.396795608096838,9.319208425664451
1789534597.588445,9.980940453218222,9.92930448148406,0.051635971734162754,0.01228779007871014,3,5,1682.0355715751648,9.396258022679435,9.318672990588716
1789534717.8472414,9.980763212669236,9.925127240935074,0.05563597173416275,0.016287081116514193,4,5,1802.2943680286407,9.4363636843382,9.358618229600848
1789534838.2875597,9.97749883319259,9.921862861458427,0.05563597173416275,0.01627402359860761,4,5,1922.7346863746643,9.428938430852702,9.351222677129291
1789534958.0571733,9.984498164726416,9.928862192992254,0.05563597173416275,0.01630202092474291,4,5,2042.504299879074,9.444859316043752,9.367079878779577
1789535078.0939145,9.991183071304244,9.935547099570082,0.05563597173416275,0.016328760551054228,4,5,2162.541041135788,9.460065000990118,9.382224740986159
